title,item_id,series,control_symbol,date_range,date_digitised
PAPARO Vincenzo [Naturalisation file],7959554,PP105/1,W1956/7666,1949 – 1957,2023-07-15
Asher SHULMAN [Application for  naturalisation],4308663,PP6/1,1948/H/1796,1948 – 1949,2023-07-15
SHULMAN Asher - Nationality : Jewish - [Application form for Registration as Alien] ,4282622,PP14/3,JEWISH/SHULMAN A,1916 – 1920,2023-07-15
"LAMBERTO Ottavio [includes Application for Admission to Australia - CIRILLO Vittorio, PISCIONERI Ilario]",3082947,PP15/1,1953/63/8144,1948 – 1960,2023-07-15
ZANI Phillip [National Service registration],26403219,PT761/1,5052395-1,1971 – 1971,2023-07-15
SMITH Susan Josephine,26302537,K47,W1983/22413,1983 – 1984,2023-07-15
KEZIC [KEZICH] Steven (formerly known as KEZICH [KEZIC] Slobodan),22818108,PP678/1,W1972/13833,1969 – 1975,2023-07-15
Quarantine of vessels - ,1735432,K258,355/20,1938 – 1938,2023-07-15
"GRAZIA Gino [Nationality: Italian; arrived Fremantle 1 May 1938 per Remo][Application for admission of relatives or friends to Australia for Annunziata, Teresa and Raffaele GRAZIA]",1691721,PP302/1,WA20780,1946 – 1946,2023-07-15
Station number 730 Mountain View - Heavy Rainfall Station Registers,9605731,BP676/1,304,1972 – 1978,2023-07-15
Bridge Oil Ltd. - Wallumbilla LPG processing plant,9062254,J452,Q1987/7231,1984 – 1987,2023-07-15
Post office history file - Moffat - includes one photograph,6673615,J3111,MOFFAT,1946 – 1982,2023-07-15
Post office history file - Miclere,6673585,J3111,MICLERE,1970 – 1970,2023-07-15
Post office history file - Memerambi,6673573,J3111,MEMERAMBI,1925 – 1978,2023-07-15
Kuttabul Non Official Post Office,6297413,J558,PQ237-19-1114-1,1944 – 1985,2023-07-15
Post office history files - Nandowrie - includes photograph,5097843,J3111,NANDOWRIE,1940 – 1957,2023-07-15
"Aircraft Accident: VH-BVI: C180: Location: Neelia, Queensland 29 October 1981; [Pilot: Robert Hamilton Donaldson]",31412910,J666,SI/811/1072,1981 – 1982,2023-07-15
"Condamine, Balonne, and Tributaries	",3068899,J1324,45/16 PART 3,1981 – 1983,2023-07-15
"Condamine, Balonne and Tributaries general",3068890,J1324,45/16(B) PART 2,1965 – 1974,2023-07-15
Dalby (Morna Lea) - Queensland Weather Station File,20481498,J1770,41424,1888 – 1980,2023-07-15
Kumbia (Melrose) - Queensland Weather Station File,20481480,J1770,41337,1888 – 1980,2023-07-15
Memerambi - Queensland Weather Station File,20481257,J1770,40129,1888 – 1980,2023-07-15
New Linda Downs - Bureau of Meteorology - River Heights station - Surveys,1720692,J56,3966/8/11/7,1981 – 1982,2023-07-15
"Miclere Creek, Clermont",1707369,BP355/4,49/P/1013,1931 – 1932,2023-07-15
'Meribah' St. George,1707363,BP355/4,49/P/1007,1940 – 1942,2023-07-15
Kabunga (Kinbombi),1707334,BP355/4,49/P/905,1938 – 1938,2023-07-15
