title,item_id,series,control_symbol,date_range,date_digitised
Gibber Gabber July to December 1971,10664475,D2173,VOL 17,1971 – 1971,2024-07-13
Gibber Gabber January to June 1971,10664474,D2173,VOL 16,1971 – 1971,2024-07-13
Gibber Gabber July 1970 to December 1970,10664473,D2173,VOL 15,1970 – 1970,2024-07-13
Gibber Gabber January 1970 to June 1970,10664472,D2173,VOL 14,1970 – 1970,2024-07-13
Gibber Gabber July 1969 to December 1969,10664471,D2173,VOL 13,1969 – 1969,2024-07-13
Gibber Gabber -  January 1969 to June 1969,10664470,D2173,VOL 12,1969 – 1969,2024-07-13
Gibber Gabber  July 1967 to December 1967,10664495,D2173,VOL 9,1967 – 1967,2024-07-13
Gibber Gabber August 1966 to December 1966,10664493,D2173,VOL 7,1966 – 1966,2024-07-13
Gibber Gabber January 1975 to June 1975,10664483,D2173,VOL 24,1975 – 1975,2024-07-13
Gibber Gabber January 1974 to June 1974,10664481,D2173,VOL 22,1974 – 1974,2024-07-13
Gibber Gabber  July 1968 to December 1968,10664469,D2173,VOL 11,1968 – 1968,2024-07-13
Gibber Gabber  January 1968 to June 1968,10664468,D2173,VOL 10,1968 – 1968,2024-07-13
Gibber Gabber September 1962 to September 1963,10664467,D2173,VOL 1,1962 – 1963,2024-07-13
"THOMPSON Leslie Robert : Service Number - O210670 : Date of Birth - 14/11/1921 : Place of Birth - , NSW : Conflict - WW2",30701937,A12372,R/210670/H,1942 – 1954,2024-07-13
"[NICHOLAIDES Achilles (Private) : Service Number - 2/6069 : Unit - 4th Battalion, The Royal Australian Regiment, Australian Military Forces : Date of Court Martial - 10 September 1954]",9625624,A471,84996,1954 – 1954,2024-07-13
"SAWREY Allen George : Service Number - 6188 : Date of Birth - 17/07/1912 : Place of Birth - , BRISBANE : Conflict - qld, ww2",30957682,A12372,R/6188/H,1936 – 1983,2024-07-13
HANSEN Arne Ingemann born 29 July 1935 - Danish - travelled per TAHITIEN departing Marseilles/France on 18 July 1961 under General Assisted Passage Scheme	,1225914,A2478,HANSEN A I,1952 – 1965,2024-07-13
Gibber Gabber January 1967 to June 1967,10664494,D2173,VOL 8,1967 – 1967,2024-07-13
