title,item_id,series,control_symbol,date_range,date_digitised
[Microfilm copy of Office of the Lieutenant-Governor - volume of Papua despatches sent],33037956,G76,ROLL 14,1908 – 1921,2022-10-22
[Microfilm copy of Office of the Lieutenant-Governor - volume of Papua despatches sent],33037954,G76,ROLL 13,1908 – 1921,2022-10-22
"Hans George Andersson [Swedish - arrived Brisbane per JAMES STOVE, 31 December 1948] [Box 24]",8812525,SP1121/1,"ANDERSSON, HANS GEORGE",1949 – 1951,2022-10-22
Ichero [Joseph and Joe] Suzuki [Interned] [Application for Naturalisation] and Ada May Suzuki [Application for Naturalisation] [Box 101],848572,ST1233/1,N28869,1942 – 1945,2022-10-22
Stoyko / Stoikov STOIKOFSKI / STOIKOFSKY [Naturalisation case file] [1.0cm; box 3701],452760,SP1122/1,N1958/62229,1953 – 1960,2022-10-22
CASEY Lenard [box 48],203246625,J37,QMKM03642-01,1951 – 2004,2022-10-22
RIKY Lancelot George : Service Number - 36917 : Date of Birth - 02-Oct-1941 : Place of Birth - Unknown,203243404,A13860,36917,1960 – 1973,2022-10-22
"DE VILLIERS Bertrand Louis Jean - service numbers QX12318, Q42284 and 79725 [box 19]",203185707,BP1009/1,QMX004630-01,1960 – 1978,2022-10-22
STEIN Brian Edward,203102361,C143,NMKM09380-01,1956 – 2000,2022-10-22
"KURTUKOFF, Antonida and Denis; SAMOILOV, Afimia and Timon and Maria and Joseph and Ignati and Anna (Application for Admission of Relative or Friend to Australia, For, 40) [box 4]",1959382,SP606/2,56/45778,1956 – 1957,2022-10-22
Arpad Kadar - Immigration case file,14486293,C321,N1976/310797,1976 – 1977,2022-10-22
"WHITE, Frederick Edward - Service Number - NX4726 [DVA medical case file - includes medical 'service documents' folder] [box 31586]",14481750,C139,MX057194 PART 2,1939 – 2001,2022-10-22
"WHITE, Frederick Edward - service number - NX4726 [DVA WWII hospital file] [box 31585]",14481747,C139,HX57194 PART 1,1946 – 1976,2022-10-22
PENBERTHY EDWIN ALFRED : Service Number - WX2155 : Date of birth - 14 Jun 1908 : Place of birth - CUE WA : Place of enlistment - NORTHAM WA : Next of Kin - PENBERTHEY ESTHER,6453675,B883,WX2155,1939 – 1948,2022-10-22
UNDERDOWN ROBERT JOHN : Service Number - WX2154 : Date of birth - 21 Jan 1910 : Place of birth - KALGOORLIE WA : Place of enlistment - NORTHAM WA : Next of Kin - UNDERDOWN MARY,6453674,B883,WX2154,1939 – 1948,2022-10-22
HORNE THOMAS HENRY : Service Number - WX2153 : Date of birth - 21 Apr 1918 : Place of birth - YORK WA : Place of enlistment - NORTHAM WA : Next of Kin - HORNE G,6453673,B883,WX2153,1939 – 1948,2022-10-22
CHESSON JOHN EDWARD : Service Number - WX2151 : Date of birth - 17 Apr 1905 : Place of birth - CUE WA : Place of enlistment - NORTHAM WA : Next of Kin - CHESSON DONALD,6453671,B883,WX2151,1939 – 1948,2022-10-22
CHRISTMAS MAURICE : Service Number - WX2149 : Date of birth - 31 Oct 1906 : Place of birth - LONDON ENGLAND : Place of enlistment - NORTHAM WA : Next of Kin - CHRISTMAS DORA,6453670,B883,WX2149,1939 – 1948,2022-10-22
FRY JOHN EDWARD : Service Number - WX2148 : Date of birth - 23 Jan 1910 : Place of birth - MOSMAN PARK WA : Place of enlistment - NORTHAM WA : Next of Kin - FRY MURIEL,6453669,B883,WX2148,1939 – 1948,2022-10-22
